Date,Open,High,Low,Close,Adj Close,Volume
2019-05-16,58.459999,58.990002,58.230000,58.639999,57.887321,6956500
2019-05-17,58.009998,59.500000,57.810001,59.439999,58.677055,8199200
2019-05-20,58.830002,60.119999,58.709999,59.990002,59.219997,10899400
2019-05-21,60.180000,61.150002,60.020000,61.000000,60.418465,9828500
2019-05-22,60.610001,62.189999,60.610001,61.500000,60.913692,9350100
2019-05-23,60.959999,61.709999,60.840000,61.080002,60.497704,9080900
2019-05-24,61.500000,62.189999,61.220001,61.869999,61.280163,6435100
2019-05-28,62.139999,62.660000,61.880001,62.070000,61.478260,6931000
2019-05-29,61.830002,62.169998,61.549999,61.880001,61.290073,4540500
2019-05-30,61.939999,62.900002,61.750000,62.360001,61.765495,5059700
2019-05-31,61.730000,62.330002,61.730000,61.930000,61.339596,5698600
2019-06-03,61.770000,62.099998,60.130001,60.540001,59.962849,7308500
2019-06-04,61.029999,61.540001,58.869999,61.099998,60.517506,7812800
2019-06-05,61.730000,62.240002,61.279999,62.180000,61.587215,6435300
2019-06-06,61.939999,62.150002,61.750000,61.900002,61.309883,5228100
2019-06-07,62.240002,62.980000,62.150002,62.779999,62.181492,2312100
2019-06-10,62.849998,63.430000,62.669998,63.029999,62.429108,3763700
2019-06-11,63.660000,63.930000,63.020000,63.369999,62.765865,3043200
2019-06-12,63.090000,63.389999,62.110001,62.150002,61.557499,3380200
2019-06-13,62.480000,62.560001,61.860001,62.340000,61.745689,6092600
2019-06-14,62.000000,62.220001,61.020000,61.639999,61.052361,5452000
2019-06-17,62.000000,62.990002,61.639999,62.560001,61.963589,3932000
2019-06-18,63.270000,64.000000,63.119999,63.720001,63.112530,4883700
2019-06-19,63.669998,64.000000,61.900002,62.610001,62.013111,7179100
2019-06-20,63.299999,64.290001,62.820000,64.169998,63.558239,8717300
2019-06-21,64.120003,64.720001,63.860001,64.459999,63.845474,8774100
2019-06-24,64.089996,64.480003,63.770000,64.050003,63.439388,5614800
2019-06-25,64.050003,64.150002,63.049999,63.160000,62.557869,4004900
2019-06-26,63.599998,64.220001,63.049999,63.060001,62.458824,2341500
2019-06-27,63.270000,63.450001,62.939999,63.060001,62.458824,2938100
2019-06-28,63.369999,63.790001,63.169998,63.389999,62.785675,10908500
2019-07-01,64.470001,65.199997,63.849998,64.279999,63.667187,3010300
2019-07-02,64.410004,64.550003,63.599998,64.360001,63.746429,2890900
2019-07-03,64.419998,64.449997,63.790001,64.180000,63.568150,2744800
2019-07-05,63.740002,64.870003,63.689999,64.709999,64.093086,3056100
2019-07-08,64.410004,64.849998,63.900002,64.199997,63.587952,3099600
2019-07-09,63.840000,64.459999,63.619999,64.379997,63.766239,3463500
